Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
167. Stay Inn Hotel - Cairo,4 of 5 bubbles,1 review,"EGP 1,758",https://www.tripadvisor.in/Hotel_Review-g294201-d23961454-Reviews-Stay_Inn_Hotel_Cairo-Cairo_Cairo_Governorate.html,"49 Syria Street Mohandessin, Cairo 11511 Egypt",Had a wonderful stay at the Stay Inn. Marina on the Front Desk and Hussein from breakfast made our stay so enjoyable and showed excellent customer care. We will be back again soon. Excellent location too. You will not be disappointed.
168. Caesar's Palace Hotel,3 of 5 bubbles,10 reviews,"EGP 2,980",https://www.tripadvisor.in/Hotel_Review-g294201-d754473-Reviews-Caesar_s_Palace_Hotel-Cairo_Cairo_Governorate.html,"45 Abdel Aziz Fahmy Street Heliopolis, Cairo 11511 Egypt","Finding an ideal family-friendly hotel in Cairo does not have to be difficult. Welcome to Caesar's Palace Hotel, a nice option for travellers like you.Rooms at Caesar's Palace Hotel offer air conditioning, a minibar, and a kitchenette providing exceptional comfort and convenience, and guests can go online with free wifi.Room service is one of the conveniences offered at this hotel. An on-site restaurant will also help to make your stay even more special.While staying at Caesar's Palace Hotel, visitors can check out Obelisk of Ramses II (1.0 mi) and Heliopolis (1.4 mi), some of Cairo's top attractions.If you like cafes, Caesar's Palace Hotel is conveniently located near Bosco Cafe and Restaurant, Fresco, and Pastari Restaurant.During your visit, be sure to check out popular attractions like Khan Al-Khalili (1.2 mi), Baron Palace (1.2 mi), and St. Mark's Coptic Orthodox Church (1.2 mi), which are all within walking distance of the hotel.Caesar's Palace Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
169. Claridge Hotel,5 of 5 bubbles,1 review,EGP 737EGP 449,https://www.tripadvisor.in/Hotel_Review-g294201-d3840955-Reviews-Claridge_Hotel-Cairo_Cairo_Governorate.html,"41 Talaat Harb St. Downtown, Cairo 11511 Egypt","Located in Cairo and with Tahrir Square reachable within 1.1 km, Claridge Hotel provides concierge services, allergy-free rooms, a bar, free WiFi throughout the property and a shared lounge. The property is around 1.9 km from Khan Al Khalili, 2.4 km from The Egyptian Museum and 2.4 km from Al-Azhar Mosque. The accommodation offers a 24-hour front desk, a shared kitchen and currency exchange for guests. At the hostel, every room is fitted with a private bathroom with a shower. Cairo Tower is 2.6 km from Claridge Hotel, while Mosque of Ibn Tulun is 3.3 km away. The nearest airport is Cairo International, 19 km from the accommodation, and the property offers a paid airport shuttle service. Your property description is created based on the facilities and amenities you add. It also includes info about nearby landmarks and attractions to make it stand out on search engines like Google. It’s then translated into multiple languages, which can increase bookings by appealing to all potential guests."
170. Jewel Maadi Cabins and Club,3.5 of 5 bubbles,2 reviews,"EGP 2,247EGP 2,082",https://www.tripadvisor.in/Hotel_Review-g294201-d23281439-Reviews-Jewel_Maadi_Cabins_and_Club-Cairo_Cairo_Governorate.html,"Corniche El Nil Road in front of Maadi Star Towers, Cairo 11511 Egypt","Do not expect 4* hotel, room is poor furniture is old with new paint, good view, room is clean but bathroom is wet, swimming pool opening to 4PM and then training started ,staff was helping but not professional."
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,470",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
171. Rehana Plaza Hotel,2.5 of 5 bubbles,7 reviews,"EGP 7,595EGP 6,329",https://www.tripadvisor.in/Hotel_Review-g294201-d14905838-Reviews-Rehana_Plaza_Hotel-Cairo_Cairo_Governorate.html,"First Oasis Road Al Hay Al Asher, Zahraa Nasr City, Cairo 11511 Egypt","honestly dont even bother. rooms are battered stains everywhere nothing works shower leaks lamps flicker, the breakfast is a actual joke, builders banging away in the morning, the locals coming in to use the pool for swimming lessons. was promised an upgrade that did not happen only good thing about this is that the manager agreed to a full refund because i left a day early because i couldn't handle the stress of this place. just dont book "
172. Gresham Hotel,1.5 of 5 bubbles,15 reviews,EGP 565EGP 523,https://www.tripadvisor.in/Hotel_Review-g294201-d1157304-Reviews-Gresham_Hotel-Cairo_Cairo_Governorate.html,"20 Talat Harb, Cairo Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Gresham Hotel is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants, Gresham Hotel makes it easy to enjoy the best of Cairo.Rooms at Gresham Hotel provide air conditioning.Close to Khan Al-Khalili (1.9 mi), a popular Cairo landmark, Gresham Hotel is a great destination for tourists.Guests of Gresham Hotel can find some great restaurants a short walk from the inn, including O.Liv.O Pizzeria & Bar (1.2 mi), Blackstone Bistro (1.0 mi), and Le Peking Zamalek (0.6 mi).During your visit, be sure to check out a popular castle like Bab Zuweila, which is a short distance from the inn.Gresham Hotel is sure to make your visit to Cairo one worth remembering."
173. Moon Light Hotel Cairo,1.5 of 5 bubbles,3 reviews,"EGP 1,708",https://www.tripadvisor.in/Hotel_Review-g294201-d20099094-Reviews-Moon_Light_Hotel_Cairo-Cairo_Cairo_Governorate.html,"El-Thawra Street Dar Al Eshara Almazah, Cairo 11511 Egypt",اقل من المتوسط موظفى الاستقبال غير محترفين بوفية الافطار فقير خدمة الغرف جيدة انقطاع الكهرباء بساعات فلايوجد مولد كهرباء الشىء الجيد الوحيد مكان الفندق  مكان للاقامة فقط ولا يصلح للترفية او الاستمتاع نصيحة بسيطة عندما تنقطع الكهرباء بالساعات يجب ان تعتذر
174. Miramar Talaat Harb Hotel,2.5 of 5 bubbles,7 reviews,"EGP 1,130",https://www.tripadvisor.in/Hotel_Review-g294201-d17837545-Reviews-Miramar_Talaat_Harb_Hotel-Cairo_Cairo_Governorate.html,"8 Talaat Harb Square, Cairo 11511 Egypt","Miramar Talaat is a boutique hotel in heart of cairo downtown completely new, Located within 0.5 km of Tahrir Square and 0.4km of The Egyptian Museum, Miramar Talaat Harb provides rooms and suites and family rooms for up to 5 guests. free WiFi. 1.5 km from Cairo Tower, the property is also 2.7 km away from Khan Al Khalili. The hotel has a terrace and Nice Dining area with a panoramic view over the square and a 24-hour front desk. All guest rooms in the hotel are equipped with a electric tea pot. The rooms include air conditioning, a closet and a flat-screen TV, and most units at Miramar have a balcony. A continental breakfast is served each morning at the property. Al-Azhar Mosque is 3.2 km from the accommodation. The nearest airport is Cairo International Airport, 18.5 km from Miramar Talaat Harb."
175. Horizon Nile Tower Hotel,1 of 5 bubbles,1 review,"EGP 3,781",https://www.tripadvisor.in/Hotel_Review-g294201-d24098027-Reviews-Horizon_Nile_Tower_Hotel-Cairo_Cairo_Governorate.html,"20 Aesha Al Taymorya, Cairo 11511 Egypt","After amazing stay in Cairo with great people everywhere, we have booked a queen room with a private spa and private balcony to finish our stay with a nice stay on the Nile. The owner asked us to do the check-in in the ground floor, to pay (we trusted him) then to go the 20th floor to see our room. When we arrived to the 20th floor, the construction works were juste beside our room (photos attached). There was no private spa in the room and we need to cross the construction works to reach the ""common"" balcony ... We refused the room, and asked about something else, he told us that was the last room he has ... So we asked to cancel the reservation and to refund us the 140 € that we have just payed. The owner accepted and told us that he will refund us the full amount. Now one month later, the owner didn't refund us anything, he didn't answer my messages, my calls and my emails. We asked Booking. com to intervene, but Booking couldn't do anything as the owner asked us to pay by card in the hotel when we arrived, Booking considered the paiement has been done directly with the hotel. What a shame to have such an hotel in the ""Preferred Partners Properties"" Programmes of Booking.com. It is a real scam, the owner is not honest, what a shame for the nice Egyptian people to have such a scammer.…"
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,087 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
176. Ambiance Cairo Hotel,2 of 5 bubbles,2 reviews,EGP 786EGP 747,https://www.tripadvisor.in/Hotel_Review-g294201-d17517989-Reviews-Ambiance_Cairo_Hotel-Cairo_Cairo_Governorate.html,"22 Talaat Harb Street Down Town, Cairo 11511 Egypt","Simply the worst hotel I’ve stayed at in 40 years. The only concern they had about me as their customer was the payment. But they couldn’t even handle a credit card machine. Well, one of the very unprofessional staff could but only after three days of my visit and when the machine was finally charged and could accept US Dollars, not Egyptian pounds (which worked everywhere else with my card). That was the start when arrived late first night. The room didn’t look ready at all, no toilet papers, no safety box, the mini bar was totally empty, no balcony as the description lied about. When I woke up it was even worse. Easily the dirtiest hotel ever. The bedclothes were ripped, had dirty stains AND pubic hair all over (in the shower as well). Smashed mosquitos/bugs on the walls, and the windows behind the curtains, jeez, I got almost sick only by looking how dirty they were. See picture. No organization whatsoever when it comes to clean up the room, if you don’t ask them nothing happens. After three days one of the staff asked me to change room since ”I’ve got a friend coming over”. Well, what about NO my friend I answered. The electricity went out about five times during my week, oh, and I left this horrible place in complete darkness since the lights went when I was just about to leave. Fawlty Towers, please come back, everything is forgiven!…"
177. The Emerald Hostel,1 of 5 bubbles,1 review,EGP 616,https://www.tripadvisor.in/Hotel_Review-g294201-d22826691-Reviews-The_Emerald_Hostel-Cairo_Cairo_Governorate.html,"34 Abdel Khalik Sarwat St, Downtown, Cairo 22222 Egypt","Las fotos no se corresponden con la realidad. Cuando inauguraron puede que fuera así, pero ahora esta en mal estado de conservación y muy muy sucio.  No hacen las habitaciones durante la estancia. No cierran las ventanas y entran un montón de mosquitos. Están los cadáveres en las paredes pegados porque no limpian. Matamos unos 15 y todavia nos picaron 15 más. El desayuno muy muy pobre. Los encargados del hotel se unieron a la fiesta de una de las habitaciones y aun pidiéndoles que queríamos dormir pasaron de nosotros y estuvieron toda la noche de risas y música alta. No descansamos nada."
